identifier,name,size,length,url,collection,title,mediatype,year,description,subject
tobacco_qno71d00,VTS_01_1_512kb.mp4,125757784,1735.68,https://archive.org/download/tobacco_qno71d00/VTS_01_1_512kb.mp4,"industry-archives,newsandpublicaffairs,medicalheritagelibrary",movies,"People of California v. Philip Morris Incorporated Et Al. Edward Blackmer Deposition Winston-Salem, NC; Tape 2 of 6 [Parts 1-5]",,"Deposition of Edward Blackmer, head of the Marketing Operations Department at R.J. Reynolds, testifying in the People of California, and the Commonwealth of Massachusetts, v. Philip Morris Incorporated Et Al.

<a href=""http://www.archive.org/details/tobacco_qno71d00a"" rel=""nofollow"">Click Here to View Part 1</a>

<a href=""http://www.archive.org/details/tobacco_qno71d00b"" rel=""nofollow"">Click Here to View Part 2</a>

<a href=""http://www.archive.org/details/tobacco_qno71d00c"" rel=""nofollow"">Click Here to View Part 3</a>

<a href=""http://www.archive.org/details/tobacco_qno71d00d"" rel=""nofollow"">Click Here to View Part 4</a>

<a href=""http://www.archive.org/details/tobacco_qno71d00e"" rel=""nofollow"">Click Here to View Part 5</a>","tobacco , cigarette , marketing , advertising , promotions , promotional merchandise , sales , event sponsorship , sports sponsorship , youth , smoking prevention , marketing research , tobacco control , lobbying , cigarette brands , filter , demographics , tar , nicotine , working class , international trade , marketing strategy , cigarette promotion code , low yield cigarette , age group , smoker behavior"
tobacco_kon79e00,VTS_01_1_512kb.mp4,50413643,692.66,https://archive.org/download/tobacco_kon79e00/VTS_01_1_512kb.mp4,"industry-archives,newsandpublicaffairs,medicalheritagelibrary",movies,Thomas Osdene Deposition Preparation,1996,"Thomas Osdene, Director of Science and Technology at Philip Morris, practices speaking in front of a group in preparation for his deposition.","tobacco , cigarette , legal activity , lawsuit"
opioids_yfxh0257,yfxh0257-0001.ia.mp4,709806303,3563.0,https://archive.org/download/opioids_yfxh0257/yfxh0257-0001.ia.mp4,"industry-archives,newsandpublicaffairs",movies,"Deposition of James Jim Rausch, Customer Service Manager for Finished Goods",2018,Deposition of James Rauch in RE: National Prescription Opiate Litigation; in 8 parts,"lawsuit, legal activity, litigation, opioids, sales, marketing"
opioids_yfxh0257,yfxh0257-0001.mp4,709806303,3563.0,https://archive.org/download/opioids_yfxh0257/yfxh0257-0001.mp4,"industry-archives,newsandpublicaffairs",movies,"Deposition of James Jim Rausch, Customer Service Manager for Finished Goods",2018,Deposition of James Rauch in RE: National Prescription Opiate Litigation; in 8 parts,"lawsuit, legal activity, litigation, opioids, sales, marketing"
opioids_yfxh0257,yfxh0257-0002.ia.mp4,876775594,4404.11,https://archive.org/download/opioids_yfxh0257/yfxh0257-0002.ia.mp4,"industry-archives,newsandpublicaffairs",movies,"Deposition of James Jim Rausch, Customer Service Manager for Finished Goods",2018,Deposition of James Rauch in RE: National Prescription Opiate Litigation; in 8 parts,"lawsuit, legal activity, litigation, opioids, sales, marketing"
opioids_yfxh0257,yfxh0257-0002.mp4,876775594,4404.11,https://archive.org/download/opioids_yfxh0257/yfxh0257-0002.mp4,"industry-archives,newsandpublicaffairs",movies,"Deposition of James Jim Rausch, Customer Service Manager for Finished Goods",2018,Deposition of James Rauch in RE: National Prescription Opiate Litigation; in 8 parts,"lawsuit, legal activity, litigation, opioids, sales, marketing"
opioids_yfxh0257,yfxh0257-0003.ia.mp4,460995974,2316.13,https://archive.org/download/opioids_yfxh0257/yfxh0257-0003.ia.mp4,"industry-archives,newsandpublicaffairs",movies,"Deposition of James Jim Rausch, Customer Service Manager for Finished Goods",2018,Deposition of James Rauch in RE: National Prescription Opiate Litigation; in 8 parts,"lawsuit, legal activity, litigation, opioids, sales, marketing"
opioids_yfxh0257,yfxh0257-0003.mp4,460995974,2316.13,https://archive.org/download/opioids_yfxh0257/yfxh0257-0003.mp4,"industry-archives,newsandpublicaffairs",movies,"Deposition of James Jim Rausch, Customer Service Manager for Finished Goods",2018,Deposition of James Rauch in RE: National Prescription Opiate Litigation; in 8 parts,"lawsuit, legal activity, litigation, opioids, sales, marketing"
opioids_yfxh0257,yfxh0257-0004.ia.mp4,910494459,4574.96,https://archive.org/download/opioids_yfxh0257/yfxh0257-0004.ia.mp4,"industry-archives,newsandpublicaffairs",movies,"Deposition of James Jim Rausch, Customer Service Manager for Finished Goods",2018,Deposition of James Rauch in RE: National Prescription Opiate Litigation; in 8 parts,"lawsuit, legal activity, litigation, opioids, sales, marketing"
opioids_yfxh0257,yfxh0257-0004.mp4,910494459,4574.96,https://archive.org/download/opioids_yfxh0257/yfxh0257-0004.mp4,"industry-archives,newsandpublicaffairs",movies,"Deposition of James Jim Rausch, Customer Service Manager for Finished Goods",2018,Deposition of James Rauch in RE: National Prescription Opiate Litigation; in 8 parts,"lawsuit, legal activity, litigation, opioids, sales, marketing"
opioids_yfxh0257,yfxh0257-0005.ia.mp4,953275727,4787.13,https://archive.org/download/opioids_yfxh0257/yfxh0257-0005.ia.mp4,"industry-archives,newsandpublicaffairs",movies,"Deposition of James Jim Rausch, Customer Service Manager for Finished Goods",2018,Deposition of James Rauch in RE: National Prescription Opiate Litigation; in 8 parts,"lawsuit, legal activity, litigation, opioids, sales, marketing"
opioids_yfxh0257,yfxh0257-0005.mp4,953275727,4787.13,https://archive.org/download/opioids_yfxh0257/yfxh0257-0005.mp4,"industry-archives,newsandpublicaffairs",movies,"Deposition of James Jim Rausch, Customer Service Manager for Finished Goods",2018,Deposition of James Rauch in RE: National Prescription Opiate Litigation; in 8 parts,"lawsuit, legal activity, litigation, opioids, sales, marketing"
opioids_yfxh0257,yfxh0257-0006.ia.mp4,495613404,2114.75,https://archive.org/download/opioids_yfxh0257/yfxh0257-0006.ia.mp4,"industry-archives,newsandpublicaffairs",movies,"Deposition of James Jim Rausch, Customer Service Manager for Finished Goods",2018,Deposition of James Rauch in RE: National Prescription Opiate Litigation; in 8 parts,"lawsuit, legal activity, litigation, opioids, sales, marketing"
opioids_yfxh0257,yfxh0257-0006.mp4,495613404,2114.75,https://archive.org/download/opioids_yfxh0257/yfxh0257-0006.mp4,"industry-archives,newsandpublicaffairs",movies,"Deposition of James Jim Rausch, Customer Service Manager for Finished Goods",2018,Deposition of James Rauch in RE: National Prescription Opiate Litigation; in 8 parts,"lawsuit, legal activity, litigation, opioids, sales, marketing"
opioids_yfxh0257,yfxh0257-0007.ia.mp4,371112973,1863.83,https://archive.org/download/opioids_yfxh0257/yfxh0257-0007.ia.mp4,"industry-archives,newsandpublicaffairs",movies,"Deposition of James Jim Rausch, Customer Service Manager for Finished Goods",2018,Deposition of James Rauch in RE: National Prescription Opiate Litigation; in 8 parts,"lawsuit, legal activity, litigation, opioids, sales, marketing"
opioids_yfxh0257,yfxh0257-0007.mp4,371112973,1863.83,https://archive.org/download/opioids_yfxh0257/yfxh0257-0007.mp4,"industry-archives,newsandpublicaffairs",movies,"Deposition of James Jim Rausch, Customer Service Manager for Finished Goods",2018,Deposition of James Rauch in RE: National Prescription Opiate Litigation; in 8 parts,"lawsuit, legal activity, litigation, opioids, sales, marketing"
opioids_yfxh0257,yfxh0257-0008.ia.mp4,47838789,240.01,https://archive.org/download/opioids_yfxh0257/yfxh0257-0008.ia.mp4,"industry-archives,newsandpublicaffairs",movies,"Deposition of James Jim Rausch, Customer Service Manager for Finished Goods",2018,Deposition of James Rauch in RE: National Prescription Opiate Litigation; in 8 parts,"lawsuit, legal activity, litigation, opioids, sales, marketing"
opioids_yfxh0257,yfxh0257-0008.mp4,47838789,240.01,https://archive.org/download/opioids_yfxh0257/yfxh0257-0008.mp4,"industry-archives,newsandpublicaffairs",movies,"Deposition of James Jim Rausch, Customer Service Manager for Finished Goods",2018,Deposition of James Rauch in RE: National Prescription Opiate Litigation; in 8 parts,"lawsuit, legal activity, litigation, opioids, sales, marketing"
opioids_ggxh0257,ggxh0257-0001.ia.mp4,867995316,4353.5,https://archive.org/download/opioids_ggxh0257/ggxh0257-0001.ia.mp4,"industry-archives,newsandpublicaffairs",movies,"Deposition of Kevin Vorderstrasse, Senior Director of Product Management and Analytics for Specialty Generics",2018,Deposition of Kevin Vorderstrasse in RE: National Prescription Opiate Litigation; in 12 parts,"lawsuit, legal activity, litigation, opioids, sales, marketing"
opioids_ggxh0257,ggxh0257-0001.mp4,867995316,4353.5,https://archive.org/download/opioids_ggxh0257/ggxh0257-0001.mp4,"industry-archives,newsandpublicaffairs",movies,"Deposition of Kevin Vorderstrasse, Senior Director of Product Management and Analytics for Specialty Generics",2018,Deposition of Kevin Vorderstrasse in RE: National Prescription Opiate Litigation; in 12 parts,"lawsuit, legal activity, litigation, opioids, sales, marketing"
opioids_ggxh0257,ggxh0257-0002.ia.mp4,861134296,4318.16,https://archive.org/download/opioids_ggxh0257/ggxh0257-0002.ia.mp4,"industry-archives,newsandpublicaffairs",movies,"Deposition of Kevin Vorderstrasse, Senior Director of Product Management and Analytics for Specialty Generics",2018,Deposition of Kevin Vorderstrasse in RE: National Prescription Opiate Litigation; in 12 parts,"lawsuit, legal activity, litigation, opioids, sales, marketing"
opioids_ggxh0257,ggxh0257-0002.mp4,861134296,4318.16,https://archive.org/download/opioids_ggxh0257/ggxh0257-0002.mp4,"industry-archives,newsandpublicaffairs",movies,"Deposition of Kevin Vorderstrasse, Senior Director of Product Management and Analytics for Specialty Generics",2018,Deposition of Kevin Vorderstrasse in RE: National Prescription Opiate Litigation; in 12 parts,"lawsuit, legal activity, litigation, opioids, sales, marketing"
opioids_ggxh0257,ggxh0257-0003.ia.mp4,752920458,3775.9,https://archive.org/download/opioids_ggxh0257/ggxh0257-0003.ia.mp4,"industry-archives,newsandpublicaffairs",movies,"Deposition of Kevin Vorderstrasse, Senior Director of Product Management and Analytics for Specialty Generics",2018,Deposition of Kevin Vorderstrasse in RE: National Prescription Opiate Litigation; in 12 parts,"lawsuit, legal activity, litigation, opioids, sales, marketing"
opioids_ggxh0257,ggxh0257-0003.mp4,752920458,3775.9,https://archive.org/download/opioids_ggxh0257/ggxh0257-0003.mp4,"industry-archives,newsandpublicaffairs",movies,"Deposition of Kevin Vorderstrasse, Senior Director of Product Management and Analytics for Specialty Generics",2018,Deposition of Kevin Vorderstrasse in RE: National Prescription Opiate Litigation; in 12 parts,"lawsuit, legal activity, litigation, opioids, sales, marketing"
opioids_ggxh0257,ggxh0257-0004.ia.mp4,749638422,3760.51,https://archive.org/download/opioids_ggxh0257/ggxh0257-0004.ia.mp4,"industry-archives,newsandpublicaffairs",movies,"Deposition of Kevin Vorderstrasse, Senior Director of Product Management and Analytics for Specialty Generics",2018,Deposition of Kevin Vorderstrasse in RE: National Prescription Opiate Litigation; in 12 parts,"lawsuit, legal activity, litigation, opioids, sales, marketing"
opioids_ggxh0257,ggxh0257-0004.mp4,749638422,3760.51,https://archive.org/download/opioids_ggxh0257/ggxh0257-0004.mp4,"industry-archives,newsandpublicaffairs",movies,"Deposition of Kevin Vorderstrasse, Senior Director of Product Management and Analytics for Specialty Generics",2018,Deposition of Kevin Vorderstrasse in RE: National Prescription Opiate Litigation; in 12 parts,"lawsuit, legal activity, litigation, opioids, sales, marketing"
opioids_ggxh0257,ggxh0257-0005.ia.mp4,636952403,3194.51,https://archive.org/download/opioids_ggxh0257/ggxh0257-0005.ia.mp4,"industry-archives,newsandpublicaffairs",movies,"Deposition of Kevin Vorderstrasse, Senior Director of Product Management and Analytics for Specialty Generics",2018,Deposition of Kevin Vorderstrasse in RE: National Prescription Opiate Litigation; in 12 parts,"lawsuit, legal activity, litigation, opioids, sales, marketing"
opioids_ggxh0257,ggxh0257-0005.mp4,636952403,3194.51,https://archive.org/download/opioids_ggxh0257/ggxh0257-0005.mp4,"industry-archives,newsandpublicaffairs",movies,"Deposition of Kevin Vorderstrasse, Senior Director of Product Management and Analytics for Specialty Generics",2018,Deposition of Kevin Vorderstrasse in RE: National Prescription Opiate Litigation; in 12 parts,"lawsuit, legal activity, litigation, opioids, sales, marketing"
opioids_ggxh0257,ggxh0257-0006.ia.mp4,163070443,818.39,https://archive.org/download/opioids_ggxh0257/ggxh0257-0006.ia.mp4,"industry-archives,newsandpublicaffairs",movies,"Deposition of Kevin Vorderstrasse, Senior Director of Product Management and Analytics for Specialty Generics",2018,Deposition of Kevin Vorderstrasse in RE: National Prescription Opiate Litigation; in 12 parts,"lawsuit, legal activity, litigation, opioids, sales, marketing"
opioids_ggxh0257,ggxh0257-0006.mp4,163070443,818.39,https://archive.org/download/opioids_ggxh0257/ggxh0257-0006.mp4,"industry-archives,newsandpublicaffairs",movies,"Deposition of Kevin Vorderstrasse, Senior Director of Product Management and Analytics for Specialty Generics",2018,Deposition of Kevin Vorderstrasse in RE: National Prescription Opiate Litigation; in 12 parts,"lawsuit, legal activity, litigation, opioids, sales, marketing"
opioids_ggxh0257,ggxh0257-0007.ia.mp4,683606008,3433.21,https://archive.org/download/opioids_ggxh0257/ggxh0257-0007.ia.mp4,"industry-archives,newsandpublicaffairs",movies,"Deposition of Kevin Vorderstrasse, Senior Director of Product Management and Analytics for Specialty Generics",2018,Deposition of Kevin Vorderstrasse in RE: National Prescription Opiate Litigation; in 12 parts,"lawsuit, legal activity, litigation, opioids, sales, marketing"
opioids_ggxh0257,ggxh0257-0007.mp4,683606008,3433.21,https://archive.org/download/opioids_ggxh0257/ggxh0257-0007.mp4,"industry-archives,newsandpublicaffairs",movies,"Deposition of Kevin Vorderstrasse, Senior Director of Product Management and Analytics for Specialty Generics",2018,Deposition of Kevin Vorderstrasse in RE: National Prescription Opiate Litigation; in 12 parts,"lawsuit, legal activity, litigation, opioids, sales, marketing"
opioids_kgxh0257,kgxh0257-0001.ia.mp4,733581364,3680.11,https://archive.org/download/opioids_kgxh0257/kgxh0257-0001.ia.mp4,"industry-archives,newsandpublicaffairs",movies,"Deposition of Michael Wessler, Product Director for Marketing",2019,Deposition of Michael Wessler in RE: National Prescription Opiate Litigation; in 3 parts,"lawsuit, legal activity, litigation, opioids, sales, marketing"
opioids_kgxh0257,kgxh0257-0001.mp4,733581364,3680.11,https://archive.org/download/opioids_kgxh0257/kgxh0257-0001.mp4,"industry-archives,newsandpublicaffairs",movies,"Deposition of Michael Wessler, Product Director for Marketing",2019,Deposition of Michael Wessler in RE: National Prescription Opiate Litigation; in 3 parts,"lawsuit, legal activity, litigation, opioids, sales, marketing"
opioids_kgxh0257,kgxh0257-0002.ia.mp4,1171079638,5880.35,https://archive.org/download/opioids_kgxh0257/kgxh0257-0002.ia.mp4,"industry-archives,newsandpublicaffairs",movies,"Deposition of Michael Wessler, Product Director for Marketing",2019,Deposition of Michael Wessler in RE: National Prescription Opiate Litigation; in 3 parts,"lawsuit, legal activity, litigation, opioids, sales, marketing"
opioids_kgxh0257,kgxh0257-0002.mp4,1171079638,5880.35,https://archive.org/download/opioids_kgxh0257/kgxh0257-0002.mp4,"industry-archives,newsandpublicaffairs",movies,"Deposition of Michael Wessler, Product Director for Marketing",2019,Deposition of Michael Wessler in RE: National Prescription Opiate Litigation; in 3 parts,"lawsuit, legal activity, litigation, opioids, sales, marketing"
opioids_kgxh0257,kgxh0257-0003.ia.mp4,307383904,1543.42,https://archive.org/download/opioids_kgxh0257/kgxh0257-0003.ia.mp4,"industry-archives,newsandpublicaffairs",movies,"Deposition of Michael Wessler, Product Director for Marketing",2019,Deposition of Michael Wessler in RE: National Prescription Opiate Litigation; in 3 parts,"lawsuit, legal activity, litigation, opioids, sales, marketing"
opioids_kgxh0257,kgxh0257-0003.mp4,307383904,1543.42,https://archive.org/download/opioids_kgxh0257/kgxh0257-0003.mp4,"industry-archives,newsandpublicaffairs",movies,"Deposition of Michael Wessler, Product Director for Marketing",2019,Deposition of Michael Wessler in RE: National Prescription Opiate Litigation; in 3 parts,"lawsuit, legal activity, litigation, opioids, sales, marketing"
tobacco_coo71d00,VTS_01_1_512kb.mp4,120028839,1651.61,https://archive.org/download/tobacco_coo71d00/VTS_01_1_512kb.mp4,"industry-archives,medicalheritagelibrary,newsandpublicaffairs",movies,"Deposition of Joseph E. Bumgarner in The State of Texas v. The American Tobacco Company, Et Al. Tape 3 of 4 [Parts 1-4]",,"Deposition of Joseph E. Bumgarner in The State of Texas v. The American Tobacco Company.  Bumgarner was a research chemist at the R.J.. Reynolds Company (1967-1970) doing research on rabbits and other animals to determine the effect of cigarette smoke on the body's metabolism and respiratory system.

<a href=""http://www.archive.org/details/tobacco_coo71d00a"" rel=""nofollow"">Click Here to View Part 1</a>

<a href=""http://www.archive.org/details/tobacco_coo71d00b"" rel=""nofollow"">Click Here to View Part 2</a>

<a href=""http://www.archive.org/details/tobacco_coo71d00c"" rel=""nofollow"">Click Here to View Part 3</a>

<a href=""http://www.archive.org/details/tobacco_coo71d00d"" rel=""nofollow"">Click Here to View Part 4</a>","tobacco , cigarette , lung cancer , metabolism , animal subject , laboratory research , cigarette smoke , emphysema , respiratory disease , tobacco industry scientist , tobacco industry lawyer , legal activity , nicotine , industry sponsored research , addiction , cardiovascular disease , smoking cessation , Surgeon General"
tobacco_lxkv0152,tobacco_lxkv0152.mp4,777909103,7448.38,https://archive.org/download/tobacco_lxkv0152/tobacco_lxkv0152.mp4,"industry-archives,newsandpublicaffairs",movies,"Deposition of Dr. Richard Carchman, Tape 2",1997-10-23,"Deposition of Dr. Richard Carchman, Vice President, Scientific Affairs, Philip Morris USA &amp; Philip Morris International. Testimony covers Philip Morris efforts to design a cigarette with no or little nicotine.","tobacco, cigarette, lawsuit, legal activity, testimony, tobacco industry, laboratory research, nicotine, genetic engineering, tobacco industry scientist, cigarette ingredient, mainstream smoke, tobacco smoke"
opioids_mfxh0257,mfxh0257-0001.ia.mp4,1472259896,6031.12,https://archive.org/download/opioids_mfxh0257/mfxh0257-0001.ia.mp4,"industry-archives,newsandpublicaffairs",movies,Deposition of Mark Pugh,2019,Deposition of Mark Pugh in Staubus et al v Purdue Pharma LP et al; in 2 parts,"lawsuit, legal activity, litigation, opioids, sales, marketing"
opioids_mfxh0257,mfxh0257-0001.mp4,1472259896,6031.12,https://archive.org/download/opioids_mfxh0257/mfxh0257-0001.mp4,"industry-archives,newsandpublicaffairs",movies,Deposition of Mark Pugh,2019,Deposition of Mark Pugh in Staubus et al v Purdue Pharma LP et al; in 2 parts,"lawsuit, legal activity, litigation, opioids, sales, marketing"
opioids_mfxh0257,mfxh0257-0002.ia.mp4,543681274,2228.99,https://archive.org/download/opioids_mfxh0257/mfxh0257-0002.ia.mp4,"industry-archives,newsandpublicaffairs",movies,Deposition of Mark Pugh,2019,Deposition of Mark Pugh in Staubus et al v Purdue Pharma LP et al; in 2 parts,"lawsuit, legal activity, litigation, opioids, sales, marketing"
opioids_mfxh0257,mfxh0257-0002.mp4,543681274,2228.99,https://archive.org/download/opioids_mfxh0257/mfxh0257-0002.mp4,"industry-archives,newsandpublicaffairs",movies,Deposition of Mark Pugh,2019,Deposition of Mark Pugh in Staubus et al v Purdue Pharma LP et al; in 2 parts,"lawsuit, legal activity, litigation, opioids, sales, marketing"
tobacco_gfk52b00,gfk52b00-2.mp4,181633506,1761.72,https://archive.org/download/tobacco_gfk52b00/gfk52b00-2.mp4,"industry-archives,newsandpublicaffairs",movies,"IN THE UNITED STATES DISTRICT COURT FOR THE DISTRICT OF COLUMBIA. UNITED STATES OF AMERICA, PLAINTIFF, V. PHILIP MORRIS INCORPORATED, ET AL., DEFENDANTS. VIDEOTAPED DEPOSITION OF DONALD W. TREDENNICK. SANTA MONICA, CALIFORNIA. MONDAY, MAY 13, 2002",2002-05-13,9 parts,"cigarette, tobacco, deposition"
tobacco_gfk52b00,gfk52b00-3.mp4,135849442,1318.41,https://archive.org/download/tobacco_gfk52b00/gfk52b00-3.mp4,"industry-archives,newsandpublicaffairs",movies,"IN THE UNITED STATES DISTRICT COURT FOR THE DISTRICT OF COLUMBIA. UNITED STATES OF AMERICA, PLAINTIFF, V. PHILIP MORRIS INCORPORATED, ET AL., DEFENDANTS. VIDEOTAPED DEPOSITION OF DONALD W. TREDENNICK. SANTA MONICA, CALIFORNIA. MONDAY, MAY 13, 2002",2002-05-13,9 parts,"cigarette, tobacco, deposition"
tobacco_gfk52b00,gfk52b00-4.mp4,175649089,1705.2,https://archive.org/download/tobacco_gfk52b00/gfk52b00-4.mp4,"industry-archives,newsandpublicaffairs",movies,"IN THE UNITED STATES DISTRICT COURT FOR THE DISTRICT OF COLUMBIA. UNITED STATES OF AMERICA, PLAINTIFF, V. PHILIP MORRIS INCORPORATED, ET AL., DEFENDANTS. VIDEOTAPED DEPOSITION OF DONALD W. TREDENNICK. SANTA MONICA, CALIFORNIA. MONDAY, MAY 13, 2002",2002-05-13,9 parts,"cigarette, tobacco, deposition"
tobacco_gfk52b00,gfk52b00-5.mp4,177455061,1720.06,https://archive.org/download/tobacco_gfk52b00/gfk52b00-5.mp4,"industry-archives,newsandpublicaffairs",movies,"IN THE UNITED STATES DISTRICT COURT FOR THE DISTRICT OF COLUMBIA. UNITED STATES OF AMERICA, PLAINTIFF, V. PHILIP MORRIS INCORPORATED, ET AL., DEFENDANTS. VIDEOTAPED DEPOSITION OF DONALD W. TREDENNICK. SANTA MONICA, CALIFORNIA. MONDAY, MAY 13, 2002",2002-05-13,9 parts,"cigarette, tobacco, deposition"
tobacco_gfk52b00,gfk52b00-6.mp4,173606574,1682.31,https://archive.org/download/tobacco_gfk52b00/gfk52b00-6.mp4,"industry-archives,newsandpublicaffairs",movies,"IN THE UNITED STATES DISTRICT COURT FOR THE DISTRICT OF COLUMBIA. UNITED STATES OF AMERICA, PLAINTIFF, V. PHILIP MORRIS INCORPORATED, ET AL., DEFENDANTS. VIDEOTAPED DEPOSITION OF DONALD W. TREDENNICK. SANTA MONICA, CALIFORNIA. MONDAY, MAY 13, 2002",2002-05-13,9 parts,"cigarette, tobacco, deposition"
tobacco_gfk52b00,gfk52b00-7.mp4,162058652,1570.44,https://archive.org/download/tobacco_gfk52b00/gfk52b00-7.mp4,"industry-archives,newsandpublicaffairs",movies,"IN THE UNITED STATES DISTRICT COURT FOR THE DISTRICT OF COLUMBIA. UNITED STATES OF AMERICA, PLAINTIFF, V. PHILIP MORRIS INCORPORATED, ET AL., DEFENDANTS. VIDEOTAPED DEPOSITION OF DONALD W. TREDENNICK. SANTA MONICA, CALIFORNIA. MONDAY, MAY 13, 2002",2002-05-13,9 parts,"cigarette, tobacco, deposition"
tobacco_gfk52b00,gfk52b00-8.mp4,132333425,1285.99,https://archive.org/download/tobacco_gfk52b00/gfk52b00-8.mp4,"industry-archives,newsandpublicaffairs",movies,"IN THE UNITED STATES DISTRICT COURT FOR THE DISTRICT OF COLUMBIA. UNITED STATES OF AMERICA, PLAINTIFF, V. PHILIP MORRIS INCORPORATED, ET AL., DEFENDANTS. VIDEOTAPED DEPOSITION OF DONALD W. TREDENNICK. SANTA MONICA, CALIFORNIA. MONDAY, MAY 13, 2002",2002-05-13,9 parts,"cigarette, tobacco, deposition"
tobacco_gfk52b00,gfk52b00-9.mp4,75333092,738.84,https://archive.org/download/tobacco_gfk52b00/gfk52b00-9.mp4,"industry-archives,newsandpublicaffairs",movies,"IN THE UNITED STATES DISTRICT COURT FOR THE DISTRICT OF COLUMBIA. UNITED STATES OF AMERICA, PLAINTIFF, V. PHILIP MORRIS INCORPORATED, ET AL., DEFENDANTS. VIDEOTAPED DEPOSITION OF DONALD W. TREDENNICK. SANTA MONICA, CALIFORNIA. MONDAY, MAY 13, 2002",2002-05-13,9 parts,"cigarette, tobacco, deposition"
tobacco_gfk52b00,gfk52b00.mp4,187179977,1812.81,https://archive.org/download/tobacco_gfk52b00/gfk52b00.mp4,"industry-archives,newsandpublicaffairs",movies,"IN THE UNITED STATES DISTRICT COURT FOR THE DISTRICT OF COLUMBIA. UNITED STATES OF AMERICA, PLAINTIFF, V. PHILIP MORRIS INCORPORATED, ET AL., DEFENDANTS. VIDEOTAPED DEPOSITION OF DONALD W. TREDENNICK. SANTA MONICA, CALIFORNIA. MONDAY, MAY 13, 2002",2002-05-13,9 parts,"cigarette, tobacco, deposition"
tobacco_klmf0164,2017013335.mp4,725493417,7440.07,https://archive.org/download/tobacco_klmf0164/2017013335.mp4,"industry-archives,newsandpublicaffairs",movies,DUNN DEPOSITION 871120 TAPE - 1 2 HOURS,,"Xerox of tape. Privileged, 05/01/11.; VARI  ARCHIVE LOCATION VARIANCE SHEET","tobacco, cigarette"
tobacco_wrm44a00,VTS_01_1_512kb.mp4,126148823,1739.47,https://archive.org/download/tobacco_wrm44a00/VTS_01_1_512kb.mp4,"industry-archives,newsandpublicaffairs,medicalheritagelibrary",movies,"Deposition of Dr. Alexander Spears, State of Florida v. American Tobacco Company, Tape 2 [Parts 1-3]",,"Deposition of Dr. Alexander Spears in the case of the State of Florida v. American Tobacco Company.  Spears answers questions about the independence of the Scientific Advisory Board of the Council for Tobacco Research and the extent to which attorneys were involved in scientific research activities.

<a href=""http://www.archive.org/details/tobacco_wrm44a00a"" rel=""nofollow"">Click Here to View Part 1</a>

<a href=""http://www.archive.org/details/tobacco_wrm44a00b"" rel=""nofollow"">Click Here to View Part 2</a>

<a href=""http://www.archive.org/details/tobacco_wrm44a00c"" rel=""nofollow"">Click Here to View Part 3</a>","tobacco , cigarette , legal activity , lawsuit , Medicaid lawsuit , tobacco industry lawyer , industry sponsored research"
opioids_fzhh0257,fzhh0257-0001.ia.mp4,520352580,3529.73,https://archive.org/download/opioids_fzhh0257/fzhh0257-0001.ia.mp4,"industry-archives,newsandpublicaffairs",movies,"Deposition of Deanna Stacy Chick, Vice President of Specialty Sales",2018,Deposition of Deanna Stacy Chick in RE: National Prescription Opiate Litigation; in 5 parts,"lawsuit, legal activity, litigation, opioids, sales, marketing"
opioids_fzhh0257,fzhh0257-0001.mp4,520352580,3529.73,https://archive.org/download/opioids_fzhh0257/fzhh0257-0001.mp4,"industry-archives,newsandpublicaffairs",movies,"Deposition of Deanna Stacy Chick, Vice President of Specialty Sales",2018,Deposition of Deanna Stacy Chick in RE: National Prescription Opiate Litigation; in 5 parts,"lawsuit, legal activity, litigation, opioids, sales, marketing"
opioids_fzhh0257,fzhh0257-0002.ia.mp4,539469360,3654.7,https://archive.org/download/opioids_fzhh0257/fzhh0257-0002.ia.mp4,"industry-archives,newsandpublicaffairs",movies,"Deposition of Deanna Stacy Chick, Vice President of Specialty Sales",2018,Deposition of Deanna Stacy Chick in RE: National Prescription Opiate Litigation; in 5 parts,"lawsuit, legal activity, litigation, opioids, sales, marketing"
opioids_fzhh0257,fzhh0257-0002.mp4,539469360,3654.7,https://archive.org/download/opioids_fzhh0257/fzhh0257-0002.mp4,"industry-archives,newsandpublicaffairs",movies,"Deposition of Deanna Stacy Chick, Vice President of Specialty Sales",2018,Deposition of Deanna Stacy Chick in RE: National Prescription Opiate Litigation; in 5 parts,"lawsuit, legal activity, litigation, opioids, sales, marketing"
opioids_fzhh0257,fzhh0257-0003.ia.mp4,716680473,4785.12,https://archive.org/download/opioids_fzhh0257/fzhh0257-0003.ia.mp4,"industry-archives,newsandpublicaffairs",movies,"Deposition of Deanna Stacy Chick, Vice President of Specialty Sales",2018,Deposition of Deanna Stacy Chick in RE: National Prescription Opiate Litigation; in 5 parts,"lawsuit, legal activity, litigation, opioids, sales, marketing"
opioids_fzhh0257,fzhh0257-0003.mp4,716680473,4785.12,https://archive.org/download/opioids_fzhh0257/fzhh0257-0003.mp4,"industry-archives,newsandpublicaffairs",movies,"Deposition of Deanna Stacy Chick, Vice President of Specialty Sales",2018,Deposition of Deanna Stacy Chick in RE: National Prescription Opiate Litigation; in 5 parts,"lawsuit, legal activity, litigation, opioids, sales, marketing"
